Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,attack_category
443,175421.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.40114353,175421.0,0.0,175421.0,175421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,5.700571767,5.700571767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,342.0,36.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
443,117363825.0,9.0,7.0,583.0,314.0,445.0,0.0,64.77777778,144.3119692,103.0,0.0,44.85714286,36.97038712,7.642900187,0.136328208,7824255.0,20600000.0,58900000.0,1.0,117000000.0,14700000.0,27100000.0,58900000.0,1.0,117000000.0,19600000.0,30300000.0,59000000.0,1.0,1.0,0.0,0.0,0.0,288.0,224.0,0.076684617,0.059643591,0.0,445.0,78.94117647,141.1437523,19921.55882,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,83.875,64.77777778,44.85714286,288.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,583.0,7.0,314.0,332.0,368.0,3.0,32.0,96754.0,27561.60812,116243.0,77265.0,58600000.0,507163.1464,58900000.0,58200000.0,normal
80,46067207.0,8.0,9.0,517.0,521.0,481.0,0.0,64.625,168.2540065,489.0,0.0,57.88888889,161.7996017,22.53229722,0.369026062,2879200.438,4493144.164,10000000.0,64.0,40100000.0,5731752.571,5342249.129,10000000.0,110.0,46100000.0,5756518.0,4950804.603,10000000.0,193.0,0.0,0.0,0.0,0.0,172.0,240.0,0.173659323,0.195366739,0.0,489.0,57.66666667,155.5468532,24194.82353,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,61.05882353,64.625,57.88888889,172.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,517.0,9.0,521.0,8192.0,30.0,7.0,20.0,26883.0,23412.00638,62001.0,15153.0,10000000.0,6500.761084,10000000.0,10000000.0,normal
53,161.0,2.0,2.0,156.0,252.0,78.0,78.0,78.0,0.0,126.0,126.0,126.0,0.0,2534161.491,24844.7205,53.66666667,87.75724092,155.0,3.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,64.0,64.0,12422.36025,12422.36025,78.0,126.0,97.2,26.29068276,691.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,121.5,78.0,126.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,156.0,2.0,252.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
443,3.0,2.0,0.0,12.0,0.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,666666.6667,0.0,6.0,6.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,-1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
51145,30.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,400000.0,66666.66667,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,33333.33333,33333.33333,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,114.0,253.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
41125,102.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19607.84314,102.0,0.0,102.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,9803.921569,9803.921569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,400.0,1324.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
443,115252028.0,15.0,12.0,652.0,596.0,621.0,0.0,43.46666667,159.9691339,596.0,0.0,49.66666667,172.0503802,10.82844286,0.234269197,4432770.308,4954195.738,10000000.0,48.0,115000000.0,8232287.714,3755430.47,10000000.0,48.0,111000000.0,10000000.0,3238.206706,10100000.0,10000000.0,1.0,0.0,0.0,0.0,480.0,384.0,0.130149554,0.104119643,0.0,621.0,66.75,192.7100345,37137.15741,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.22222222,43.46666667,49.66666667,480.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,652.0,12.0,596.0,508.0,460.0,1.0,32.0,37979.09091,4957.826489,52911.0,36184.0,10000000.0,3208.750859,10000000.0,10000000.0,normal
46410,55.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36363.63636,55.0,0.0,55.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,18181.81818,18181.81818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,122.0,1112.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
443,16158849.0,15.0,13.0,2297.0,5390.0,517.0,0.0,153.1333333,210.6065616,1448.0,0.0,414.6153846,505.5979197,475.714576,1.732796686,598475.8889,2152133.115,9988015.0,3.0,10600000.0,759456.6429,2656728.876,9988015.0,210.0,16100000.0,1343802.5,3158875.41,10100000.0,3.0,0.0,0.0,0.0,0.0,488.0,424.0,0.928283939,0.804512747,0.0,1448.0,265.0689655,389.0217521,151337.9236,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,274.5357143,153.1333333,414.6153846,488.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2297.0,13.0,5390.0,29200.0,39.0,6.0,32.0,334627.5,438053.3581,644378.0,24877.0,7744795.5,3172391.44,9988015.0,5501576.0,normal
53,59747.0,2.0,2.0,60.0,264.0,30.0,30.0,30.0,0.0,132.0,132.0,132.0,0.0,5422.86642,66.94896815,19915.66667,34488.01833,59739.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,64.0,64.0,33.47448407,33.47448407,30.0,132.0,70.8,55.86770087,3121.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.5,30.0,132.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,60.0,2.0,264.0,-1.0,-1.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
34888,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33898.30508,59.0,0.0,59.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,16949.15254,16949.15254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,359.0,333.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
54342,34.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,0.0,6.0,6.0,6.0,0.0,352941.1765,58823.52941,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,29411.76471,29411.76471,6.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,9.0,6.0,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,6.0,106.0,256.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
80,116615221.0,17.0,15.0,954.0,1598.0,435.0,0.0,56.11764706,142.6134997,796.0,0.0,106.5333333,279.9269973,21.88393572,0.274406718,3761781.323,4807489.971,10007722.0,64.0,116615221.0,7288451.313,4375308.829,10031246.0,23778.0,111004968.0,7928926.286,4178730.442,10031904.0,678.0,0.0,0.0,0.0,0.0,352.0,444.0,0.145778569,0.128628149,0.0,796.0,77.33333333,212.7841727,45277.10417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,79.75,56.11764706,106.5333333,352.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,954.0,15.0,1598.0,8192.0,290.0,16.0,20.0,89259.45455,216700.1113,742634.0,23483.0,10002119.27,17151.26323,10007722.0,9950417.0,normal
53,30582.0,1.0,1.0,43.0,59.0,43.0,43.0,43.0,0.0,59.0,59.0,59.0,0.0,3335.295272,65.3979465,30582.0,0.0,30582.0,30582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,32.69897325,32.69897325,43.0,59.0,48.33333333,9.237604307,85.33333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,72.5,43.0,59.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,1.0,59.0,-1.0,-1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,normal
80,101342815.0,10.0,5.0,1332.0,11595.0,333.0,0.0,133.2,171.9604606,7240.0,0.0,2319.0,3331.638186,127.5571435,0.148012466,7238772.5,26800000.0,100000000.0,0.0,101000000.0,11200000.0,33400000.0,100000000.0,0.0,994456.0,248614.0,412376.5812,859853.0,85.0,0.0,0.0,0.0,0.0,328.0,168.0,0.098674978,0.049337489,0.0,7240.0,807.9375,2021.342869,4085826.996,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,861.8,133.2,2319.0,328.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1332.0,5.0,11595.0,251.0,235.0,4.0,32.0,1011.0,0.0,1011.0,1011.0,100000000.0,0.0,100000000.0,100000000.0,DoS
80,84932310.0,6.0,6.0,371.0,11595.0,353.0,0.0,61.83333333,142.6722351,7240.0,0.0,1932.5,2848.073577,140.8886677,0.141288986,7721119.091,25600000.0,84800000.0,4.0,84800000.0,17000000.0,37900000.0,84800000.0,4.0,84900000.0,17000000.0,37900000.0,84800000.0,58.0,0.0,0.0,0.0,0.0,164.0,200.0,0.070644493,0.070644493,0.0,7240.0,920.9230769,2082.954931,4338701.244,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,997.6666667,61.83333333,1932.5,164.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,371.0,6.0,11595.0,0.0,235.0,3.0,20.0,5004.0,0.0,5004.0,5004.0,84800000.0,0.0,84800000.0,84800000.0,DoS
80,7208.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.6736959,1802.0,3600.66679,7203.0,1.0,7208.0,1802.0,3600.66679,7203.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,693.6736959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,274.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80,98919727.0,6.0,6.0,357.0,11595.0,357.0,0.0,59.5,145.7446397,5792.0,0.0,1932.5,2179.547086,120.8252425,0.121310484,8992702.455,29800000.0,98900000.0,1.0,98900000.0,19800000.0,44200000.0,98900000.0,1.0,32483.0,6496.6,9746.595626,22151.0,32.0,0.0,0.0,0.0,0.0,200.0,200.0,0.060655242,0.060655242,0.0,5792.0,919.3846154,1715.090597,2941535.756,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,996.0,59.5,1932.5,200.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,357.0,6.0,11595.0,274.0,235.0,1.0,32.0,4.0,0.0,4.0,4.0,98900000.0,0.0,98900000.0,98900000.0,DoS
80,109863185.0,4.0,3.0,537.0,0.0,520.0,0.0,134.25,257.2915013,0.0,0.0,0.0,0.0,4.887897616,0.063715611,18300000.0,44800000.0,110000000.0,10.0,110000000.0,36600000.0,63400000.0,110000000.0,580.0,110000000.0,54900000.0,77700000.0,110000000.0,5264.0,0.0,0.0,0.0,0.0,136.0,104.0,0.036408921,0.027306691,0.0,520.0,67.125,183.0858015,33520.41071,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,76.71428571,134.25,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,537.0,3.0,0.0,29200.0,235.0,2.0,32.0,5274.0,0.0,5274.0,5274.0,110000000.0,0.0,110000000.0,110000000.0,DoS
80,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500000.0,3.0,1.414213562,4.0,2.0,6.0,3.0,1.414213562,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,251.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80,97785812.0,6.0,7.0,394.0,11595.0,376.0,0.0,65.66666667,152.0600758,5792.0,0.0,1656.428571,2120.732252,122.6046985,0.132943622,8148817.667,28200000.0,97800000.0,14.0,97800000.0,19600000.0,43700000.0,97800000.0,989.0,97800000.0,16300000.0,39900000.0,97800000.0,43.0,0.0,0.0,0.0,0.0,164.0,232.0,0.061358595,0.071585027,0.0,5792.0,856.7857143,1665.387374,2773515.104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,922.6923077,65.66666667,1656.428571,164.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,394.0,7.0,11595.0,0.0,235.0,3.0,20.0,12990.0,0.0,12990.0,12990.0,97800000.0,0.0,97800000.0,97800000.0,DoS
80,48.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41666.66667,48.0,0.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,41666.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,251.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80,146662.0,3.0,6.0,384.0,11595.0,384.0,0.0,128.0,221.7025034,4344.0,0.0,1932.5,1754.831473,81677.59883,61.36558891,18332.75,47749.3149,136266.0,47.0,10015.0,5007.5,5639.17658,8995.0,1020.0,146565.0,29313.0,59942.48258,136266.0,47.0,0.0,0.0,0.0,0.0,104.0,200.0,20.4551963,40.9103926,0.0,4344.0,1197.9,1619.407193,2622479.656,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1331.0,128.0,1932.5,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,384.0,6.0,11595.0,29200.0,235.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
80,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,274.0,-1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS
